BandwidthMbps,ClassifierWorkers,LesionWorkers,VesselWorkers,XAIWorkers,Reviewers,RelativeResourceCost,AnalyticalCapacity,BottleneckOfferedUtilization,P95LatencySeconds,Feasible,EvidencePending,ReviewPending
1,1,1,8,1,1,13,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,1,8,1,2,14,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,1,8,1,4,16,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,8,1,8,20,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,8,1,16,28,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,8,2,1,14,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,1,8,2,2,15,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,1,8,2,4,17,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,8,2,8,21,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,8,2,16,29,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,8,4,1,16,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,1,8,4,2,17,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,1,8,4,4,19,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,8,4,8,23,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,8,4,16,31,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,1,1,21,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,1,16,1,2,22,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,1,4,24,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,1,8,28,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,1,16,36,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,2,1,22,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,1,16,2,2,23,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,2,4,25,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,2,8,29,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,2,16,37,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,4,1,24,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,1,16,4,2,25,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,4,4,27,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,4,8,31,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,1,16,4,16,39,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,1,1,1,7,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,1,2,8,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,1,4,10,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,1,8,14,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,1,16,22,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,2,1,8,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,2,2,9,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,2,4,11,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,2,8,15,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,2,16,23,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,4,1,10,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,4,2,11,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,4,4,13,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,4,8,17,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,1,4,16,25,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,2,2,1,1,8,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,1,2,9,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,1,4,11,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,1,8,15,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,1,16,23,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,2,1,9,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,2,2,10,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,2,4,12,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,2,8,16,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,2,16,24,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,4,1,11,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,4,2,12,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,4,4,14,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,4,8,18,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,2,4,16,26,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,2,4,1,1,10,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,2,4,1,2,11,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,2,4,1,4,13,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,4,1,8,17,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,4,1,16,25,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,4,2,1,11,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,2,4,2,2,12,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,2,4,2,4,14,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,4,2,8,18,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,4,2,16,26,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,4,4,1,13,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,2,4,4,2,14,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,2,4,4,4,16,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,4,4,8,20,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,4,4,16,28,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,1,1,14,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,2,8,1,2,15,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,1,4,17,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,1,8,21,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,1,16,29,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,2,1,15,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,2,8,2,2,16,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,2,4,18,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,2,8,22,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,2,16,30,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,4,1,17,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,2,8,4,2,18,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,4,4,20,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,4,8,24,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,8,4,16,32,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,1,1,22,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,2,16,1,2,23,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,1,4,25,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,1,8,29,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,1,16,37,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,2,1,23,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,2,16,2,2,24,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,2,4,26,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,2,8,30,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,2,16,38,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,4,1,25,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,2,16,4,2,26,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,4,4,28,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,4,8,32,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,2,16,4,16,40,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,1,1,1,9,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,1,2,10,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,1,4,12,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,1,8,16,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,1,16,24,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,2,1,10,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,2,2,11,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,2,4,13,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,2,8,17,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,2,16,25,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,4,1,12,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,4,2,13,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,4,4,15,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,4,8,19,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,1,4,16,27,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,1,4,2,1,1,10,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,1,2,11,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,1,4,13,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,1,8,17,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,1,16,25,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,2,1,11,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,2,2,12,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,2,4,14,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,2,8,18,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,2,16,26,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,4,1,13,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,4,2,14,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,4,4,16,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,4,8,20,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,2,4,16,28,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,1,4,4,1,1,12,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,4,4,1,2,13,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,4,4,1,4,15,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,4,1,8,19,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,4,1,16,27,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,4,2,1,13,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,4,4,2,2,14,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,4,4,2,4,16,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,4,2,8,20,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,4,2,16,28,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,4,4,1,15,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,4,4,4,2,16,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,4,4,4,4,18,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,4,4,8,22,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,4,4,16,30,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,1,1,16,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,4,8,1,2,17,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,1,4,19,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,1,8,23,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,1,16,31,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,2,1,17,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,4,8,2,2,18,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,2,4,20,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,2,8,24,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,2,16,32,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,4,1,19,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,4,8,4,2,20,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,4,4,22,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,4,8,26,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,8,4,16,34,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,1,1,24,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,4,16,1,2,25,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,1,4,27,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,1,8,31,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,1,16,39,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,2,1,25,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,4,16,2,2,26,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,2,4,28,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,2,8,32,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,2,16,40,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,4,1,27,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,1,4,16,4,2,28,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,4,4,30,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,4,8,34,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,1,4,16,4,16,42,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,1,1,1,7,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,1,2,8,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,1,4,10,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,1,8,14,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,1,16,22,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,2,1,8,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,2,2,9,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,2,4,11,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,2,8,15,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,2,16,23,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,4,1,10,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,4,2,11,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,4,4,13,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,4,8,17,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,1,4,16,25,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,1,2,1,1,8,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,1,2,9,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,1,4,11,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,1,8,15,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,1,16,23,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,2,1,9,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,2,2,10,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,2,4,12,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,2,8,16,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,2,16,24,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,4,1,11,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,4,2,12,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,4,4,14,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,4,8,18,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,2,4,16,26,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,1,4,1,1,10,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,2,1,4,1,2,11,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,2,1,4,1,4,13,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,4,1,8,17,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,4,1,16,25,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,4,2,1,11,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,2,1,4,2,2,12,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,2,1,4,2,4,14,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,4,2,8,18,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,4,2,16,26,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,4,4,1,13,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,2,1,4,4,2,14,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,2,1,4,4,4,16,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,4,4,8,20,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,4,4,16,28,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,1,1,14,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,2,1,8,1,2,15,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,1,4,17,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,1,8,21,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,1,16,29,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,2,1,15,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,2,1,8,2,2,16,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,2,4,18,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,2,8,22,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,2,16,30,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,4,1,17,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,2,1,8,4,2,18,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,4,4,20,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,4,8,24,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,8,4,16,32,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,1,1,22,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,2,1,16,1,2,23,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,1,4,25,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,1,8,29,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,1,16,37,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,2,1,23,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,2,1,16,2,2,24,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,2,4,26,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,2,8,30,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,2,16,38,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,4,1,25,285652.173913043,0.143055555555556,161.969660000002,1,0,0
1,2,1,16,4,2,26,571304.347826087,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,4,4,28,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,4,8,32,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,1,16,4,16,40,853754.940711462,0.126862847222222,161.969660000002,1,0,0
1,2,2,1,1,1,8,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,1,2,9,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,1,4,11,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,1,8,15,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,1,16,23,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,2,1,9,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,2,2,10,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,2,4,12,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,2,8,16,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,2,16,24,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,4,1,11,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,4,2,12,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,4,4,14,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,4,8,18,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,1,4,16,26,237219.798405296,0.441527777777778,161.969660000002,1,0,0
1,2,2,2,1,1,9,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,2,2,2,1,2,10,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,2,2,1,4,12,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,2,2,1,8,16,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,2,2,1,16,24,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,2,2,2,1,10,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,2,2,2,2,2,11,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,2,2,2,4,13,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,2,2,2,8,17,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,2,2,2,16,25,474439.596810591,0.220763888888889,161.969660000002,1,0,0
1,2,2,2,4,1,12,285652.173913043,0.220763888888889,161.969660000002,1,0,0
1,2,2,2,4,2,13,474439.596810591,0.220763888888889,161.969660000002,1,0,0
