AnnualPatients,BandwidthMbps,VesselWorkers,Reviewers,AnnualizedCompleted,AnalyticalCapacity,P95LatencySeconds,BottleneckOfferedUtilization,Sustainable,EvidencePending,ReviewPending,Generated
150000,1,8,16,154395,853754.940711462,195.350169794809,0.196567708333333,1,2,0,846
150000,1,16,1,154395,285652.173913043,233.145733664714,0.225694444444444,1,2,0,846
150000,1,16,2,154395,571304.347826087,195.350169794809,0.196567708333333,1,2,0,846
150000,1,16,4,154395,853754.940711462,195.350169794809,0.196567708333333,1,2,0,846
150000,1,16,8,154395,853754.940711462,195.350169794809,0.196567708333333,1,2,0,846
150000,1,16,16,154395,853754.940711462,195.350169794809,0.196567708333333,1,2,0,846
150000,5,1,1,154395,237219.798405296,192.449891997589,0.692395833333333,1,2,0,846
150000,5,1,2,154395,237219.798405296,129.969660000002,0.692395833333333,1,2,0,846
150000,5,1,4,154395,237219.798405296,129.969660000002,0.692395833333333,1,2,0,846
150000,5,1,8,154395,237219.798405296,129.969660000002,0.692395833333333,1,2,0,846
150000,5,1,16,154395,237219.798405296,129.969660000002,0.692395833333333,1,2,0,846
150000,5,2,1,154395,285652.173913043,192.449891997589,0.346197916666667,1,2,0,846
150000,5,2,2,154395,474439.596810591,129.969660000002,0.346197916666667,1,2,0,846
150000,5,2,4,154395,474439.596810591,129.969660000002,0.346197916666667,1,2,0,846
150000,5,2,8,154395,474439.596810591,129.969660000002,0.346197916666667,1,2,0,846
150000,5,2,16,154395,474439.596810591,129.969660000002,0.346197916666667,1,2,0,846
150000,5,4,1,154395,285652.173913043,192.449891997589,0.225694444444444,1,2,0,846
150000,5,4,2,154395,571304.347826087,129.969660000002,0.173098958333333,1,2,0,846
150000,5,4,4,154395,948879.193621183,129.969660000002,0.173098958333333,1,2,0,846
150000,5,4,8,154395,948879.193621183,129.969660000002,0.173098958333333,1,2,0,846
150000,5,4,16,154395,948879.193621183,129.969660000002,0.173098958333333,1,2,0,846
150000,5,8,1,154395,285652.173913043,192.449891997589,0.225694444444444,1,2,0,846
150000,5,8,2,154395,571304.347826087,129.969660000002,0.112847222222222,1,2,0,846
150000,5,8,4,154395,1142608.69565217,129.969660000002,0.0865494791666667,1,2,0,846
150000,5,8,8,154395,1897758.38724237,129.969660000002,0.0865494791666667,1,2,0,846
150000,5,8,16,154395,1897758.38724237,129.969660000002,0.0865494791666667,1,2,0,846
150000,5,16,1,154395,285652.173913043,192.449891997589,0.225694444444444,1,2,0,846
150000,5,16,2,154395,571304.347826087,129.969660000002,0.112847222222222,1,2,0,846
150000,5,16,4,154395,1142608.69565217,129.969660000002,0.0564236111111111,1,2,0,846
150000,5,16,8,154395,2285217.39130435,129.969660000002,0.0432747395833333,1,2,0,846
150000,5,16,16,154395,3795516.77448473,129.969660000002,0.0432747395833333,1,2,0,846
150000,10,1,1,154395,237219.798405296,188.449891997589,0.692395833333333,1,2,0,846
150000,10,1,2,154395,237219.798405296,125.969660000002,0.692395833333333,1,2,0,846
150000,10,1,4,154395,237219.798405296,125.969660000002,0.692395833333333,1,2,0,846
150000,10,1,8,154395,237219.798405296,125.969660000002,0.692395833333333,1,2,0,846
150000,10,1,16,154395,237219.798405296,125.969660000002,0.692395833333333,1,2,0,846
150000,10,2,1,154395,285652.173913043,188.449891997589,0.346197916666667,1,2,0,846
150000,10,2,2,154395,474439.596810591,125.969660000002,0.346197916666667,1,2,0,846
150000,10,2,4,154395,474439.596810591,125.969660000002,0.346197916666667,1,2,0,846
